Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G),Timestamp
5270,0.02727077,-0.003272492,0.006544985,-0.37,-0.43,9.96,0,0,0,1743569270.6928213
5271,-0.02727077,0.003272492,0.026179939,-0.39,-0.45,9.94,0,0,0,1743569270.7057328
5272,-0.045814893,0.006544985,0.029452431,-0.43,-0.55,9.93,0,0,0,1743569270.718639
5273,-0.044724062,0.003272492,0.011999139,-0.4,-0.46,9.94,0,0,0,1743569270.7333336
5274,-0.050178216,-0.002181662,0.002181662,-0.4,-0.44,9.96,0,0,0,1743569270.746233
5275,-0.091629786,0.008726646,0.002181662,-0.38,-0.47,9.96,0,0,0,1743569270.7591283
5276,-0.13962634,0.008726646,0.006544985,-0.41,-0.51,9.98,0,0,0,1743569270.772282
5277,-0.184350402,0.020725785,0.007635815,-0.43,-0.59,9.89,0,0,0,1743569270.7851896
5278,-0.142898833,0.0141808,0,-0.45,-0.78,9.75,0,0,0,1743569271
5279,0.025089108,-0.002181662,-0.002181662,-0.43,-0.67,9.83,0,0,0,1743569270.8128803
5280,0.155988802,-0.025089108,0.001090831,0.05,0.35,10,0,0,0,1743569270.8257782
5281,0.087266463,-0.030543262,0.119991386,0.13,0.73,9.9,0,0,0,1743569270.8416674
5282,0.026179939,-0.023998277,1.106102413,-0.38,-0.3,9.92,0,0,0,1743569270.8548186
5283,0.037088247,-0.019634954,1.209731338,-0.58,-1.01,9.8,0,0,0,1743569270.8677173
5284,0.137444679,-0.025089108,1.125737368,-0.46,-0.41,9.97,0,0,0,1743569270.8827593
5285,0.177805418,-0.0283616,1.08755829,-0.45,0.02,9.98,0,0,0,1743569270.8956587
5286,0.142898833,-0.029452431,1.496619834,-0.7,-0.7,9.97,0,0,0,1743569270.9085546
5287,0.091629786,-0.0141808,1.664607774,-0.5,-0.15,9.97,0,0,0,1743569270.9214587
5288,0.062177355,-0.0141808,1.866411469,-0.57,-0.28,9.91,0,0,0,1743569270.9345698
5289,0.056723201,-0.017453293,1.953677931,-0.53,-0.39,9.94,0,0,0,1743569270.9486153
5290,0.046905724,-0.0141808,2.009310301,-0.47,-0.55,9.94,0,0,0,1743569270.961522
5291,0.037088247,-0.013089969,1.779145006,-0.55,-0.25,9.9,0,0,0,1743569270.974426
5292,0.039269908,-0.010908308,1.778054175,-0.77,0.31,9.97,0,0,0,1743569270.989264
5293,0.067631509,-0.029452431,2.155481626,-0.54,-0.63,9.97,0,0,0,1743569271
5294,0.062177355,-0.001090831,2.869975789,-0.4,-0.44,9.87,0,0,0,1743569271.0164654
5295,0.044724062,0,2.76089271,-0.42,-0.71,9.95,0,0,0,1743569271.0320845
5296,0.038179077,0.008726646,2.179479903,-0.4,-0.57,9.93,0,0,0,1743569271.0449805
5297,0.011999139,0.008726646,1.900227223,-0.37,-0.69,9.94,0,0,0,1743569271.0578787
5298,0.025089108,0.011999139,1.737693437,-0.5,-0.39,9.96,0,0,0,1743569271.070779
5299,0.0283616,0.020725785,2.273291351,-0.93,0,9.94,0,0,0,1743569271.084098
5300,0.030543262,0.010908308,3.009602129,-0.16,-1.21,9.95,0,0,0,1743569271.0984707
5301,0.047996554,0.002181662,2.76089271,-0.22,-1.44,10.01,0,0,0,1743569271.1116118
5302,0.106901417,-0.0141808,1.634064512,-0.24,-0.84,9.94,0,0,0,1743569271.1245055
5303,0.054541539,0.001090831,1.591522112,-0.24,-0.9,9.95,0,0,0,1743569271
5304,0.082903139,-0.022907446,1.2544554,-0.23,-0.8,10.07,0,0,0,1743569271.1535833
5305,0.088357293,-0.049087385,0.527962099,-0.25,-0.59,9.98,0,0,0,1743569271.1664896
5306,0.101447263,-0.099265601,0.213802833,-0.41,-0.27,9.93,0,0,0,1743569271.182043
5307,0.082903139,-0.06981317,0.230165295,-0.81,0.21,9.88,0,0,0,1743569271.194941
5308,0.049087385,-0.032724923,0.472329729,-0.74,0.25,9.82,0,0,0,1743569271.2078407
5309,0.007635815,0.003272492,0.935932811,-0.32,-0.29,9.92,0,0,0,1743569271.2207367
5310,0.015271631,-0.002181662,1.03192592,-0.32,-0.31,9.9,0,0,0,1743569271.2342303
5311,0.007635815,0.006544985,1.03192592,-0.21,-0.43,9.9,0,0,0,1743569271.2492175
5312,0.003272492,0.011999139,0.942477796,-0.09,-0.65,9.97,0,0,0,1743569271.2623591
5313,0.023998277,-0.007635815,0.239982772,-0.16,-0.43,9.86,0,0,0,1743569271.2752569
5314,0.009817477,0.007635815,-0.038179077,0.16,-0.89,9.86,0,0,0,1743569271.2911608
5315,-0.013089969,-0.0141808,-0.679587577,-0.27,-0.34,9.86,0,0,0,1743569271.3043053
5316,-0.0283616,-0.008726646,-0.937023642,-0.79,0.11,9.83,0,0,0,1743569271.3172014
5317,-0.052359878,0.02727077,-0.79412481,-0.52,-0.36,10.04,0,0,0,1743569271.332189
5318,-0.059995693,0.049087385,-0.493055514,-0.48,-0.26,9.99,0,0,0,1743569271.345088
5319,-0.029452431,0.007635815,-0.470148067,-0.44,-0.2,9.92,0,0,0,1743569271.3579915
5320,-0.019634954,-0.002181662,-0.452694775,-0.29,-0.57,10,0,0,0,1743569271.3708904
5321,0.009817477,-0.049087385,-0.754854901,-0.16,-0.68,9.9,0,0,0,1743569271.3840134
5322,0.007635815,-0.042542401,-0.970839396,-0.04,-0.88,9.99,0,0,0,1743569271.3988512
5323,0.019634954,-0.066540678,-1.305724447,0.42,-0.87,9.84,0,0,0,1743569271.411935
5324,0.011999139,-0.065449847,-2.262383043,0.37,-1.08,9.96,0,0,0,1743569271.424827
5325,0.019634954,-0.070904001,-2.849250004,0.35,-0.77,9.75,0,0,0,1743569271.4406435
5326,-0.062177355,-0.039269908,-3.529928412,-1.4,0.11,9.79,0,0,0,1743569271
5327,-0.116718894,-0.003272492,-3.31721641,-1.81,0.19,9.69,0,0,0,1743569271.4669266
5328,-0.190895387,0.067631509,-2.781618495,-0.75,-0.19,9.98,0,0,0,1743569271.4820108
5329,-0.197440372,0.082903139,-2.447824276,-0.75,-0.09,9.98,0,0,0,1743569271.4949074
5330,-0.200712864,0.067631509,-2.275473012,-0.71,-0.06,10.05,0,0,0,1743569271.507805
5331,-0.15271631,0.042542401,-2.045307717,-0.51,-0.37,9.94,0,0,0,1743569271.5207028
5332,-0.066540678,0.018544123,-2.019127778,-0.5,-0.49,9.96,0,0,0,1743569271.5338547
5333,-0.056723201,0.011999139,-2.222022304,-0.42,-0.3,9.9,0,0,0,1743569271.548689
5334,-0.053450708,0.016362462,-2.400918552,-0.45,-0.34,9.94,0,0,0,1743569271.561763
5335,-0.062177355,0.025089108,-2.418371845,-0.53,-0.44,9.98,0,0,0,1743569271.5746632
5336,-0.058904862,0.015271631,-2.400918552,-0.49,-0.37,9.94,0,0,0,1743569271.5901256
5337,-0.046905724,0.007635815,-2.180570734,-0.49,-0.23,9.93,0,0,0,1743569271.6038063
5338,-0.037088247,0.009817477,-1.982039532,-0.42,-0.23,9.9,0,0,0,1743569271.6167023
5339,-0.033815754,0.002181662,-1.716967652,-0.47,-0.6,9.93,0,0,0,1743569271.6313481
5340,-0.043633231,0.002181662,-1.773690852,-0.56,-0.56,9.92,0,0,0,1743569271.644246
5341,-0.050178216,0.005454154,-1.928588823,-0.71,-0.47,9.93,0,0,0,1743569271.6571422
5342,-0.053450708,0.009817477,-2.020218609,-0.58,-0.47,9.96,0,0,0,1743569271.6700494
5343,-0.05563237,0.013089969,-2.194751534,-0.66,-0.4,9.93,0,0,0,1743569271.6834753
5344,-0.065449847,0.007635815,-2.06385184,-0.44,-0.42,9.91,0,0,0,1743569271.6968544
5345,-0.067631509,0.006544985,-1.786780822,-0.36,-0.21,9.93,0,0,0,1743569271.709751
5346,-0.046905724,0.011999139,-1.539162234,-0.1,-0.08,9.93,0,0,0,1743569271.7228553
5347,-0.020725785,0.002181662,-0.958840258,-0.09,0,9.89,0,0,0,1743569271.736705
5348,-0.0141808,0.001090831,-0.601047761,-0.28,-0.31,9.9,0,0,0,1743569271.751881
5349,-0.003272492,0,-0.137444679,-0.39,-0.52,9.92,0,0,0,1743569271.7647789
5350,0.003272492,0,-0.031634093,-0.39,-0.49,9.93,0,0,0,1743569271.7804224
5351,0.013089969,-0.001090831,-0.0283616,-0.38,-0.52,9.92,0,0,0,1743569271.7935572
5352,0.0141808,-0.002181662,-0.056723201,-0.41,-0.55,9.94,0,0,0,1743569271.8064644
5353,0.010908308,-0.002181662,-0.079630647,-0.44,-0.59,9.91,0,0,0,1743569271.8195431
5354,0.020725785,-0.005454154,-0.343611696,-0.69,-0.64,9.93,0,0,0,1743569271.8330412
5355,-0.0141808,0.006544985,-0.573776992,-0.73,-0.84,9.96,0,0,0,1743569271.8472857
5356,-0.016362462,0.006544985,-1.274090354,-0.35,-0.31,9.95,0,0,0,1743569271.8601825
5357,-0.061086524,0.013089969,-1.174824753,-0.5,-0.57,9.92,0,0,0,1743569271.8732696
5358,-0.063268185,0.018544123,-1.060287521,-0.44,-0.51,9.92,0,0,0,1743569271.886831
5359,-0.057814031,0.016362462,-0.967566904,-0.53,-0.66,9.92,0,0,0,1743569271.9020495
5360,-0.046905724,0.020725785,-0.971930227,-0.7,-0.94,9.89,0,0,0,1743569271.9149458
5361,-0.045814893,0.021816616,-1.048288382,-0.76,-0.95,9.96,0,0,0,1743569271.9297252
5362,-0.042542401,0.026179939,-1.410444202,-0.62,-0.94,9.9,0,0,0,1743569271.943196
5363,-0.029452431,0.025089108,-1.580613804,-0.52,-0.73,9.95,0,0,0,1743569271.9560945
5364,-0.029452431,0.019634954,-1.68642439,-0.51,-0.63,9.93,0,0,0,1743569271.9689934
5365,-0.034906585,0.011999139,-1.719149313,-0.15,-0.12,9.89,0,0,0,1743569271.982702
5366,-0.002181662,0.010908308,-1.680970236,-0.27,-0.08,9.9,0,0,0,1743569271.996659
5367,0.011999139,-0.001090831,-1.493347341,-0.08,0.02,9.86,0,0,0,1743569272.0095568
5368,0.044724062,-0.0141808,-0.907571211,-0.08,0.06,9.95,0,0,0,1743569272.0226521
5369,0.039269908,-0.022907446,-0.643590162,-0.32,-0.31,9.91,0,0,0,1743569272.0366538
5370,0.045814893,-0.021816616,-0.467966406,-0.76,-1.26,9.97,0,0,0,1743569272.0518842
5371,0.054541539,-0.019634954,-0.883572934,-0.85,-1.26,9.95,0,0,0,1743569272.064779
5372,0.026179939,-0.017453293,-1.211912999,-0.73,-1.03,9.92,0,0,0,1743569272.0800323
5373,0.006544985,-0.006544985,-1.68642439,-0.43,-0.35,9.91,0,0,0,1743569272.0931816
5374,-0.004363323,-0.006544985,-1.774781683,-0.29,-0.46,9.9,0,0,0,1743569272.1060798
5375,0.003272492,-0.007635815,-1.737693437,-0.19,-0.19,9.92,0,0,0,1743569272.118978
5376,-0.0141808,-0.001090831,-1.517345618,-0.26,-0.25,9.91,0,0,0,1743569272.1326025
5377,-0.0141808,0,-1.39408174,-0.38,-0.31,9.94,0,0,0,1743569272.1465807
5378,-0.010908308,0.001090831,-1.311178601,-0.31,-0.23,9.92,0,0,0,1743569272.1594791
5379,0.003272492,-0.004363323,-1.110465737,-0.21,-0.07,9.94,0,0,0,1743569272.1726277
5380,0.004363323,-0.009817477,-0.97520272,-0.22,-0.13,9.89,0,0,0,1743569272
5381,-0.007635815,-0.001090831,-0.801760625,-0.17,-0.11,9.93,0,0,0,1743569272.2013822
5382,-0.021816616,0.001090831,-0.485419698,-0.42,-0.68,9.92,0,0,0,1743569272.2142754
5383,-0.017453293,0.001090831,-0.489783021,-0.44,-0.83,9.9,0,0,0,1743569272.229794
5384,0.001090831,-0.001090831,-0.630500192,-0.47,-0.61,9.91,0,0,0,1743569272.2429764
5385,-0.002181662,0.001090831,-0.703585855,-0.51,-0.59,9.91,0,0,0,1743569272.2558718
5386,0.001090831,-0.002181662,-0.80830561,-0.42,-0.55,9.94,0,0,0,1743569272.268763
5387,-0.004363323,0.001090831,-0.921752011,-0.2,-0.28,9.9,0,0,0,1743569272.2824183
5388,-0.004363323,0.002181662,-0.879209611,-0.22,-0.3,9.9,0,0,0,1743569272.2953126
5389,-0.008726646,0.002181662,-0.789761487,-0.4,-0.76,9.9,0,0,0,1743569272.3082063
5390,-0.005454154,0,-0.79521564,-0.38,-0.45,9.93,0,0,0,1743569272.321353
5391,0.003272492,0.002181662,-0.772308194,-0.28,-0.23,9.94,0,0,0,1743569272.3342445
5392,0.011999139,-0.002181662,-0.706858347,-0.29,-0.24,9.92,0,0,0,1743569272.3495133
5393,0.003272492,-0.001090831,-0.464693913,-0.47,-0.62,9.92,0,0,0,1743569272.362586
5394,-0.001090831,0,-0.519235452,-0.42,-0.48,9.94,0,0,0,1743569272.3754804
5395,0.001090831,-0.002181662,-0.632681854,-0.33,-0.49,9.92,0,0,0,1743569272.3909976
5396,0.002181662,0.001090831,-0.6414085,-0.28,-0.43,9.96,0,0,0,1743569272.4040427
5397,0.003272492,0.003272492,-0.569413668,-0.23,-0.23,9.91,0,0,0,1743569272.4169426
5398,0.001090831,-0.002181662,-0.421060682,-0.38,-0.47,9.9,0,0,0,1743569272.431467
5399,0.015271631,-0.006544985,-0.026179939,-0.38,-0.5,9.92,0,0,0,1743569272.4443622
5400,0.018544123,-0.009817477,-0.001090831,-0.38,-0.51,9.91,0,0,0,1743569272.4572659
5401,0.021816616,-0.006544985,0.002181662,-0.36,-0.49,9.9,0,0,0,1743569272.4716496
5402,0.021816616,-0.003272492,0.010908308,-0.37,-0.46,9.92,0,0,0,1743569272.4845421
5403,0.0141808,-0.001090831,0.009817477,-0.36,-0.5,9.94,0,0,0,1743569273
5404,0.003272492,0,0.003272492,-0.37,-0.47,9.94,0,0,0,1743569272.5134444
5405,0.002181662,-0.001090831,0.001090831,-0.35,-0.49,9.92,0,0,0,1743569272.5282185
5406,0.004363323,0.001090831,-0.001090831,-0.35,-0.49,9.91,0,0,0,1743569272.5421531
5407,0.009817477,-0.004363323,0.020725785,-0.37,-0.47,9.91,0,0,0,1743569272.5550494
5408,0.011999139,0.001090831,0.033815754,-0.35,-0.48,9.91,0,0,0,1743569272.5679488
5409,0.0141808,0.004363323,0.043633231,-0.35,-0.42,9.91,0,0,0,1743569272.5819306
5410,0.015271631,0.006544985,0.079630647,0.03,0.03,9.93,0,0,0,1743569272.5958438
5411,-0.006544985,-0.007635815,0.270526034,0.08,-0.12,9.89,0,0,0,1743569272.608736
5412,-0.011999139,-0.018544123,0.73849244,0.38,0.13,9.9,0,0,0,1743569272.6218638
5413,0.009817477,-0.004363323,1.540253065,0.51,0.19,9.89,0,0,0,1743569272.6356564
5414,0.016362462,-0.013089969,2.082395964,-0.57,0.07,9.91,0,0,0,1743569272.6510067
5415,0.029452431,-0.008726646,2.943061451,-0.55,-0.16,9.94,0,0,0,1743569272.6638741
5416,0.030543262,-0.005454154,2.986694682,-0.79,-0.13,9.89,0,0,0,1743569272.678755
5417,0.035997416,0.002181662,3.006329637,-0.58,-0.73,9.93,0,0,0,1743569272.6922274
5418,0.042542401,-0.001090831,3.051053699,-0.38,-0.57,9.94,0,0,0,1743569272.7051234
5419,0.059995693,-0.007635815,3.313943917,-0.47,-0.36,9.94,0,0,0,1743569272.7180285
5420,0.074176493,-0.007635815,3.528837581,-0.77,-0.54,9.98,0,0,0,1743569272.7319777
5421,0.102538094,0.008726646,4.026256418,-0.26,-0.28,9.91,0,0,0,1743569272.7454138
5422,0.129808863,0.005454154,4.142975312,-0.55,-0.02,9.99,0,0,0,1743569272.7583096
5423,0.128718032,0,4.496404485,-1.03,-0.45,10.02,0,0,0,1743569272.771457
5424,0.086175632,0.016362462,4.473497039,-0.66,-0.55,9.95,0,0,0,1743569272.7847202
5425,0.157079633,0.026179939,4.401502207,-0.58,-0.16,9.85,0,0,0,1743569272.8004289
5426,0.091629786,0.056723201,4.96218923,-1.04,-1.36,10.02,0,0,0,1743569272.813323
5427,0.063268185,0.053450708,4.424409654,-0.52,-1.23,9.99,0,0,0,1743569272.829114
5428,0.16689711,0.046905724,3.54083672,-0.65,-0.08,9.9,0,0,0,1743569272.8424003
5429,0.12544554,0.050178216,4.08407045,-0.48,-0.18,9.95,0,0,0,1743569272.8552914
5430,0.09817477,0.04145157,4.434227131,-0.4,-0.74,9.95,0,0,0,1743569272.868188
5431,0.134172186,0.070904001,3.83317937,-0.44,-0.82,9.98,0,0,0,1743569272.881894
5432,0.09708394,0.034906585,3.203770008,-0.57,-0.88,9.94,0,0,0,1743569272.8958778
5433,0.100356432,0.019634954,2.811070926,-0.64,-0.54,10.02,0,0,0,1743569272.9087746
5434,0.133081355,-0.02727077,2.050761871,-0.83,0.02,9.86,0,0,0,1743569272.9222586
5435,0.147262156,-0.015271631,2.122756703,-0.27,-0.05,9.9,0,0,0,1743569272.9366858
5436,0.128718032,-0.013089969,1.896954731,-0.34,-0.02,9.77,0,0,0,1743569272.9513693
5437,0.126536371,0.015271631,1.793325806,-0.19,-0.53,9.94,0,0,0,1743569272.9642675
5438,0.090538955,0.022907446,1.460622418,-0.4,-0.27,9.93,0,0,0,1743569272.9800482
5439,0.034906585,0.026179939,1.419170848,-0.22,-0.08,9.86,0,0,0,1743569272.9931166
5440,0.0141808,0.025089108,1.443169125,-0.23,-0.24,9.95,0,0,0,1743569273.0060267
5441,0.011999139,0.039269908,1.42135251,0.21,-0.08,9.95,0,0,0,1743569273.0189238
5442,0.021816616,0.043633231,1.68642439,-0.73,-0.6,10.04,0,0,0,1743569273.0322444
5443,0.008726646,0.033815754,1.664607774,-0.21,-0.13,9.85,0,0,0,1743569273.0469558
5444,-0.002181662,-0.002181662,1.493347341,-0.61,-0.52,9.94,0,0,0,1743569273.0600753
5445,-0.061086524,0.009817477,0.965385243,0.04,-0.35,9.93,0,0,0,1743569273.0729651
5446,-0.043633231,0.005454154,0.687223393,-0.18,-0.7,9.96,0,0,0,1743569273.088661
5447,-0.042542401,0.002181662,-0.02727077,-0.25,-0.24,9.88,0,0,0,1743569273.1023371
5448,-0.05563237,-0.004363323,-0.135263017,-0.47,-0.2,9.92,0,0,0,1743569273.1152332
5449,-0.075267324,-0.013089969,-0.164715448,-0.55,-0.19,9.91,0,0,0,1743569273.1303563
5450,-0.071994832,-0.015271631,-0.101447263,-0.33,-0.26,9.91,0,0,0,1743569273.143251
5451,-0.053450708,-0.015271631,-0.050178216,-0.37,-0.27,9.93,0,0,0,1743569273.1561413
5452,-0.04145157,-0.007635815,-0.043633231,-0.37,-0.27,9.93,0,0,0,1743569273.1690383
5453,-0.025089108,-0.003272492,-0.006544985,-0.33,-0.28,9.9,0,0,0,1743569273.182137
5454,-0.034906585,0.004363323,-0.017453293,-0.39,-0.25,9.9,0,0,0,1743569273.1959364
5455,-0.046905724,0.009817477,-0.034906585,-0.38,-0.27,9.94,0,0,0,1743569273.208829
5456,-0.038179077,0.013089969,-0.011999139,-0.35,-0.31,9.92,0,0,0,1743569273.2218862
5457,-0.037088247,0.007635815,-0.030543262,-0.38,-0.28,9.91,0,0,0,1743569273.2355902
5458,-0.032724923,-0.003272492,-0.044724062,-0.37,-0.3,9.94,0,0,0,1743569273.2507849
5459,-0.049087385,-0.021816616,-0.077448986,-0.36,-0.35,9.91,0,0,0,1743569273.2636793
5460,-0.049087385,-0.021816616,-0.077448986,-0.32,-0.42,9.93,0,0,0,1743569273.2765741
5461,-0.05563237,-0.031634093,-0.117809725,-0.41,-0.31,9.94,0,0,0,1743569273.2909207
5462,-0.022907446,-0.0141808,-0.149443817,-0.36,-0.29,9.91,0,0,0,1743569273.3038187
5463,-0.015271631,-0.001090831,0.0141808,-0.34,-0.32,9.92,0,0,0,1743569273.3195503
5464,-0.019634954,0.005454154,0.022907446,-0.36,-0.31,9.94,0,0,0,1743569273.3324466
5465,-0.016362462,0.005454154,0.031634093,-0.34,-0.33,9.92,0,0,0,1743569273.3467746
5466,-0.021816616,0.010908308,0.004363323,-0.37,-0.34,9.94,0,0,0,1743569273.3601851
5467,-0.0141808,-0.007635815,0.008726646,-0.38,-0.25,9.9,0,0,0,1743569273.3730783
5468,-0.009817477,-0.008726646,0.06981317,-0.39,-0.22,9.87,0,0,0,1743569273.3881624
5469,-0.013089969,-0.005454154,0.068722339,-0.32,-0.41,9.92,0,0,0,1743569273.4018164
5470,0.001090831,-0.007635815,0.016362462,-0.35,-0.36,9.95,0,0,0,1743569273.4157553
5471,0.003272492,-0.006544985,-0.002181662,-0.38,-0.34,9.91,0,0,0,1743569273.430408
5472,0.011999139,-0.005454154,0.002181662,-0.38,-0.33,9.93,0,0,0,1743569273.4433384
5473,0.011999139,-0.001090831,0.001090831,-0.36,-0.32,9.92,0,0,0,1743569273.4562337
5474,0.015271631,-0.006544985,-0.004363323,-0.34,-0.33,9.91,0,0,0,1743569273.470693
5475,0.002181662,-0.002181662,-0.010908308,-0.34,-0.36,9.89,0,0,0,1743569273.4835887
5476,-0.005454154,-0.001090831,-0.032724923,-0.33,-0.36,9.9,0,0,0,1743569273.4995174
5477,-0.034906585,0.001090831,-0.235619449,-0.35,-0.53,9.94,0,0,0,1743569273.512413
5478,-0.049087385,0.003272492,-0.388335759,-0.35,-0.53,9.9,0,0,0,1743569273.5253093
5479,-0.058904862,0.009817477,-0.537779576,-0.27,-1.04,9.94,0,0,0,1743569273.5402749
5480,-0.063268185,0.003272492,-1.286089493,-0.37,-0.57,9.89,0,0,0,1743569273.5531693
5481,-0.105810586,0.016362462,-1.656971959,-0.55,-0.8,9.95,0,0,0,1743569273.5660667
5482,-0.09817477,0.011999139,-2.155481626,-0.52,-1.04,9.92,0,0,0,1743569273.5806112
5483,-0.062177355,0,-3.168863423,-0.55,-0.52,9.94,0,0,0,1743569273.5935102
5484,-0.061086524,0,-3.323761394,-0.53,-0.38,9.94,0,0,0,1743569273.606403
5485,-0.05563237,-0.0141808,-3.252857393,-0.48,-0.12,9.9,0,0,0,1743569273.6194732
5486,-0.061086524,0,-3.210314993,-0.49,-0.29,9.87,0,0,0,1743569273.6323671
5487,-0.082903139,0.007635815,-3.223404962,-0.57,-0.19,9.99,0,0,0,1743569273.6479337
5488,-0.095993109,0.016362462,-3.117594376,-0.6,-0.3,9.96,0,0,0,1743569273.661024
5489,-0.08399397,0.019634954,-2.914699851,-0.49,-0.13,9.87,0,0,0,1743569273.6739182
5490,-0.086175632,0.022907446,-2.646355478,-0.56,-0.23,9.95,0,0,0,1743569273.6894608
5491,-0.08399397,0.011999139,-2.528545754,-0.68,-0.39,9.94,0,0,0,1743569273.7023582
5492,-0.080721478,0.005454154,-2.464186738,-0.72,-0.52,9.95,0,0,0,1743569273.7152505
5493,-0.073085662,0.007635815,-2.372556952,-0.87,-0.71,9.91,0,0,0,1743569273.7302241
5494,-0.051269047,0.008726646,-2.270018858,-0.8,-0.73,9.95,0,0,0,1743569273.743119
5495,-0.047996554,0.004363323,-2.49473,-0.72,-0.73,9.93,0,0,0,1743569273.7560167
5496,-0.063268185,0.007635815,-2.713986987,-0.89,-0.87,9.94,0,0,0,1743569273.769094
5497,-0.095993109,0.019634954,-2.953969759,-0.89,-0.88,9.9,0,0,0,1743569273.7820024
5498,-0.099265601,0.025089108,-3.085960284,-0.61,-0.55,9.94,0,0,0,1743569273.796449
5499,-0.110173909,0.030543262,-3.097959422,-0.57,-0.34,9.94,0,0,0,1743569273.8095315
5500,-0.092720617,0.042542401,-2.909245697,-0.74,-0.46,9.89,0,0,0,1743569273.8224268
5501,-0.061086524,0.039269908,-2.864521635,-0.59,-0.37,9.86,0,0,0,1743569273.8382614
5502,-0.038179077,0.053450708,-2.585268955,-0.02,-0.08,9.91,0,0,0,1743569273.8516283
5503,-0.031634093,0.054541539,-2.333287044,-0.02,0.04,9.98,0,0,0,1743569273.8645227
5504,-0.039269908,0.052359878,-2.108575903,-0.46,-0.36,9.89,0,0,0,1743569273.8796852
5505,0.003272492,0.133081355,-1.990766178,-0.42,-0.42,9.91,0,0,0,1743569274
5506,-0.007635815,0.178896248,-1.999492824,-0.65,-0.52,9.9,0,0,0,1743569273.9054751
5507,0.007635815,0.164715448,-1.968949562,-0.3,-0.26,9.93,0,0,0,1743569273.9183698
5508,0.011999139,0.094902278,-1.642791158,-0.28,-0.07,9.91,0,0,0,1743569273.9314814
5509,0.005454154,0.066540678,-1.397354232,-0.17,-0.04,9.98,0,0,0,1743569273.946103
5510,-0.010908308,0.042542401,-1.222821307,-0.5,-0.5,9.9,0,0,0,1743569273.959185
5511,-0.006544985,0.0283616,-1.2544554,-0.69,-0.72,9.93,0,0,0,1743569273.972083
5512,-0.006544985,0.042542401,-1.40826254,-0.64,-0.73,9.92,0,0,0,1743569273.9875484
5513,0,0.025089108,-1.430079156,-0.12,0.07,9.88,0,0,0,1743569274.0011992
5514,0.023998277,0.016362462,-1.134464014,-0.04,0.18,9.88,0,0,0,1743569274.014091
5515,0.019634954,0.011999139,-0.796306471,-0.25,-0.11,9.91,0,0,0,1743569274.0294077
5516,0.033815754,0.018544123,-0.488692191,-0.44,-0.39,9.93,0,0,0,1743569274.0423079
5517,0.042542401,0.010908308,-0.422151513,-0.55,-0.69,9.91,0,0,0,1743569274.0552022
5518,0.046905724,0.008726646,-0.434150651,-0.55,-0.6,9.96,0,0,0,1743569274.068097
5519,0.023998277,0.009817477,-0.465784744,-0.54,-0.58,9.93,0,0,0,1743569274.0813048
5520,0.016362462,0.009817477,-0.463603083,-0.39,-0.36,9.98,0,0,0,1743569274.0958292
5521,0,0.003272492,-0.411243205,-0.5,-0.43,9.95,0,0,0,1743569274.1089618
5522,-0.011999139,0.009817477,-0.469057236,-0.59,-0.64,9.94,0,0,0,1743569274.121856
5523,-0.011999139,0.009817477,-0.483238037,-0.45,-0.48,9.87,0,0,0,1743569274.136146
5524,-0.008726646,0.006544985,-0.44614979,-0.42,-0.44,9.89,0,0,0,1743569274.1505744
5525,0.015271631,-0.006544985,-0.289070157,-0.3,-0.15,9.91,0,0,0,1743569274.163638
5526,0.019634954,-0.001090831,-0.140717171,-0.38,-0.21,9.91,0,0,0,1743569274.1791294
5527,0.049087385,0.005454154,-0.025089108,-0.48,-0.55,9.91,0,0,0,1743569274.1920226
5528,0.05563237,0.006544985,-0.023998277,-0.48,-0.52,9.92,0,0,0,1743569274.2049139
5529,0.052359878,0.003272492,-0.021816616,-0.5,-0.54,9.95,0,0,0,1743569274.2178135
5530,0.040360739,-0.007635815,-0.039269908,-0.53,-0.45,9.87,0,0,0,1743569274.2311122
5531,0.054541539,-0.003272492,-0.013089969,-0.5,-0.47,9.94,0,0,0,1743569274.2446501
5532,0.05563237,0.003272492,-0.003272492,-0.5,-0.52,9.91,0,0,0,1743569274.2575457
5533,0.119991386,-0.085084801,0.067631509,-0.51,-0.44,9.93,0,0,0,1743569274.2706137
5534,0.150534648,-0.127627202,0.122173048,-0.45,-0.38,9.93,0,0,0,1743569274.283507
5535,0.16689711,-0.136353848,0.19525871,-0.41,-0.28,9.91,0,0,0,1743569274.2992144
5536,0.051269047,-0.135263017,0.57159533,0.24,0.2,9.92,0,0,0,1743569274.3121083
5537,0.006544985,-0.118900555,0.916297857,-0.06,-0.11,9.91,0,0,0,1743569274.3280947
5538,-0.005454154,-0.067631509,0.910843703,-1.1,-1.21,9.94,0,0,0,1743569274
5539,0.006544985,-0.035997416,0.525780437,-0.66,-0.79,9.94,0,0,0,1743569274.3541133
5540,0.010908308,-0.011999139,0.373064128,-0.24,-0.11,9.92,0,0,0,1743569274.3670075
5541,0.025089108,-0.0141808,1.067923336,0.18,0.62,9.86,0,0,0,1743569274.3805654
5542,0.018544123,-0.007635815,1.540253065,-0.18,0.27,9.94,0,0,0,1743569274.394546
