Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (microteslas),Magnetometer Y (microteslas),Magnetometer Z (microteslas),Timestamp
1930,0.04145156973486533,-0.05345070834232634,0.1265363707695889,-8.14,4.36,0.46,23.75,-16.6875,-33.75,1746516945.862835
1931,0.07744898555724837,-0.03381575425739013,0.09817477042468103,-8.26,4.45,0.48,23.0625,-17.75,-33.75,1746516945.8849037
1932,0.10144726277217041,-0.004363323129985824,0.07635815477475191,-8.39,4.42,0.35000000000000003,23.0625,-17.75,-33.75,1746516945.9050379
1933,0.11780972450961724,0.05345070834232634,0.13526301702956053,-8.290000000000001,4.45,0.35000000000000003,22.25,-18.0625,-33.375,1746516945.9231906
1934,0.1189005552921137,0.0545415391248228,0.10253809355466686,-8.06,4.47,0.37,22.25,-18.0625,-33.375,1746516945.9450455
1935,0.09599310885968812,0.026179938779914945,0.009817477042468103,-8.03,4.5,0.42,22.25,-18.0625,-33.375,1746516945.9631886
1936,0.07526732399225546,-0.026179938779914945,-0.10144726277217041,-8.34,4.6000000000000005,0.39,21.5625,-18.375,-31.75,1746516945.9849694
1937,0.06326818538479445,-0.018544123302439753,-0.12762720155208535,-8.59,4.72,0.37,21.5625,-18.375,-31.75,1746516946.0051403
1938,0.07853981633974483,0.05672320068981571,-0.08290313946973066,-8.71,4.74,0.35000000000000003,21.5625,-20.0,-33.0,1746516946.0249767
1939,0.1090830782496456,0.15271630954950383,-0.015271630954950384,-8.43,4.73,0.29,21.5625,-20.0,-33.0,1746516946.0450208
1940,0.11453723216212788,0.16907877128695067,-0.028361600344907856,-8.36,4.73,0.27,23.375,-18.875,-33.0,1746516946.0636594
1941,0.07853981633974483,0.08835729338221293,-0.10035643198967395,-8.42,4.73,0.4,23.375,-18.875,-33.0,1746516946.0850098
1942,0.05126904677733343,0.013089969389957472,-0.15817046346198613,-8.64,4.8100000000000005,0.38,23.375,-18.875,-33.0,1746516946.105137
1943,0.061086523819801536,0.009817477042468103,-0.11999138607461016,-8.69,4.82,0.38,22.25,-17.75,-32.5625,1746516946.123867
1944,0.08508480103472356,0.06872233929727672,-0.0719948316447661,-8.620000000000001,4.86,0.33,22.25,-17.75,-32.5625,1746516946.1451027
1945,0.10035643198967395,0.10471975511965978,-0.07308566242726255,-8.68,4.86,0.34,23.75,-18.875,-33.75,1746516946.1639643
